sample_id,lon,lat,state,district,event_date,elevation,slope_deg,aspect_sin,aspect_cos,plan_curv,prof_curv,tri,twi,relief_500m,dist_stream_m,dist_road_m,dist_fault_m,lithology,geomorph,lulc,soil_texture,ndvi,rain_1d,rain_3d,rain_7d,rain_15d,rain_30d,rain_annual_mean,soil_moist,api,label,label_conf,block_id,split
44e238ec28de9697,91.5806,25.6468,Meghalaya,Meghal-D6,,1570.7275,32.5326,0.8669,0.4985,0.0246,-0.0301,9.2891,7.8401,339.6166,483.4238,2847.931,4046.2107,Phyllite-schist,Flood plain,Grassland,Clay loam,0.4759,125.7922,199.1744,219.4675,264.1512,414.7421,4468.0835,0.257,215.0088,0,1.0,210014,train
9e0f85ff3005c2fd,91.8115,25.8569,Meghalaya,Meghal-D5,,834.9593,14.8075,-0.8491,-0.5282,0.0035,-0.0059,4.8689,10.172,121.8421,435.6086,2467.0588,7145.8247,Sandstone-shale,Valley fill,Forest,Loam,0.5696,8.8562,28.9306,114.5938,178.7531,289.9058,2177.0269,0.2,77.1029,0,1.0,210015,train
4be3e954045194ba,93.902,25.4048,Manipur,Manipu-D6,,1195.5186,31.8719,-0.4906,0.8714,-0.0186,0.007,14.5453,8.8412,340.5286,280.2272,1509.4159,8277.171,Quartzite,Structural hill,Shrubland,Sandy loam,0.5435,15.2807,25.0084,114.081,197.6425,285.2022,1313.9467,0.2292,77.6253,0,1.0,310013,val
80e531763cb65c4c,92.7597,23.2715,Mizoram,Mizora-D3,,588.0268,19.1327,0.9819,0.1895,-0.0044,0.0128,9.5241,9.0006,124.3605,363.6062,4714.6157,34833.29,Gneiss,Flood plain,Forest,Sandy loam,0.7402,3.9045,31.7602,72.8118,234.5561,316.9958,3789.3264,0.2124,74.4951,0,1.0,330003,test
7f5c5b7bb21a6d94,94.1598,25.7405,Nagaland,Nagala-D6,2023-05-26,372.9902,30.9359,-0.1146,-0.9934,-0.0075,0.0076,17.2607,8.4628,337.2901,528.2639,261.3012,19402.172,Alluvium,Flood plain,Built-up,Loam,0.5313,1.4684,11.5116,91.3857,164.9928,326.7683,2220.5662,0.1516,58.496,1,1.0,310014,val
e39338d1179c7675,94.2693,28.1567,Arunachal Pradesh,Arunac-D6,,1419.8191,14.0364,-0.7781,0.6281,0.0099,0.0191,6.7122,10.4311,156.5234,1532.2319,929.1323,8755.717,Sandstone-shale,Piedmont slope,Forest,Sandy loam,0.64,15.5396,81.7044,110.0122,161.1186,257.9313,3152.2427,0.1702,102.1088,0,1.0,240025,val
c730e1f36d495a97,93.849,28.561,Arunachal Pradesh,Arunac-D4,,1720.7087,25.0849,0.8451,0.5347,0.0539,0.0101,12.1763,7.7412,271.297,347.9886,1442.3231,12634.744,Phyllite-schist,Structural hill,Forest,Sandy loam,0.6374,6.8835,39.5369,56.8265,72.9341,124.4764,2624.3242,0.1925,49.7334,0,1.0,200027,train
4c473aab27ab79ad,92.7548,23.8598,Mizoram,Mizora-D4,,958.5317,13.0156,0.7953,-0.6062,0.007,0.0299,7.4046,8.4352,151.6886,575.7198,1554.1091,9222.703,Sandstone-shale,Valley fill,Grassland,Loam,0.5796,3.8031,9.2549,32.1873,167.9564,290.5074,3179.8286,0.2102,39.9399,0,1.0,310006,train
4c91dc34a3c57b51,95.2459,27.6895,Arunachal Pradesh,Arunac-D7,,757.9196,19.3336,-0.9197,0.3926,0.0186,-0.0144,9.7748,9.5662,146.0288,333.1852,274.8984,8993.725,Limestone,Denudational hill,Grassland,Clay loam,0.7588,64.2404,88.4516,175.6756,269.5954,371.3532,3615.4956,0.2924,141.7904,0,1.0,290023,train
195347940ca60e03,91.2602,25.4578,Meghalaya,Meghal-D7,,921.5716,28.8709,-0.7827,-0.6224,0.0236,-0.0388,8.6176,8.2902,184.0605,166.7052,329.8152,907.7828,Gneiss,Structural hill,Shrubland,Sandy loam,0.5162,75.5738,116.8696,126.3501,214.8731,308.7938,3765.8867,0.2712,134.4143,0,1.0,200013,train
66343fa849cee4f2,93.0562,23.6551,Mizoram,Mizora-D6,,920.5478,21.3067,0.6928,0.7212,0.0037,0.0235,12.4119,8.8146,231.4789,750.0538,1413.2415,12441.083,Gneiss,Denudational hill,Cropland,Clay loam,0.7383,2.9673,38.583,86.0157,220.0105,326.1023,954.7136,0.2254,80.0269,0,1.0,330005,test
731beff1c8ce360c,92.4943,23.6759,Mizoram,Mizora-D7,,826.6715,44.3777,-0.3115,-0.9502,0.0078,-0.0029,23.1314,6.9895,480.3327,237.416,728.3542,8706.823,Sandstone-shale,Piedmont slope,Forest,Sandy clay loam,0.4983,0.4202,52.8011,85.3003,139.3328,241.5442,1691.4132,0.199,75.5306,0,1.0,310005,train
bd0621ccdda1dd48,92.1468,25.6776,Meghalaya,Meghal-D3,,1011.6483,18.617,0.7634,-0.6459,-0.0353,0.0449,5.8488,10.1217,146.8238,834.858,768.0078,5559.7,Alluvium,Denudational hill,Cropland,Loam,0.9183,17.1216,46.9456,123.907,169.7231,252.261,4281.635,0.2803,88.4506,0,1.0,230014,train
b9db2c31a1218455,94.3282,25.8654,Nagaland,Nagala-D3,,1227.8666,30.6497,-0.1413,0.99,0.0091,0.0062,14.7785,7.6477,265.9653,571.7182,1260.451,12507.33,Gneiss,Piedmont slope,Bare,Sandy loam,0.4893,29.9292,61.1422,93.3895,133.8703,175.18,3283.3103,0.1995,81.7256,0,1.0,310015,train
65aec3b01bb63b45,91.5228,25.6749,Meghalaya,Meghal-D4,,1175.6665,15.2275,0.7184,-0.6956,0.0034,0.0228,5.4354,11.5348,141.0145,435.9559,849.6607,19742.033,Gneiss,Piedmont slope,Built-up,Sandy loam,0.4319,25.4152,105.989,184.204,286.7222,638.3576,2559.9358,0.2812,156.5635,0,1.0,210014,train
c51c005082d043d0,94.0668,24.9788,Manipur,Manipu-D2,,682.015,44.1713,-0.8824,-0.4706,-0.0195,0.0015,21.8559,5.9434,271.0756,875.1796,357.1369,10662.045,Sandstone-shale,Denudational hill,Forest,Sandy loam,0.6799,25.7143,43.596,194.8424,248.4251,291.3332,2522.461,0.1976,119.6943,0,1.0,330011,train
e2bc427c37357ba7,88.4391,27.2204,Sikkim,Sikkim-D1,,229.3169,1.5445,0.1697,-0.9855,0.0176,-0.0152,0.8654,13.778,17.6214,398.2944,2218.3367,10485.883,Sandstone-shale,Flood plain,Shrubland,Clay loam,0.7145,29.137,34.9014,50.2387,78.0143,92.4638,1838.845,0.1962,45.9695,0,1.0,40021,train
ce41e95a6db09b1e,94.6307,28.3991,Arunachal Pradesh,Arunac-D1,,527.4984,25.9841,0.7902,0.6128,0.012,-0.0416,8.1177,9.6754,289.5862,414.424,1490.0762,5104.122,Gneiss,Structural hill,Forest,Loam,0.6077,48.4488,61.1246,119.2945,291.2834,372.7876,3259.45,0.1952,113.0994,0,1.0,240026,train
e58c2547142f7290,94.5677,26.2976,Nagaland,Nagala-D4,,1158.5885,24.1423,0.7921,-0.6104,-0.0046,0.0078,9.3973,9.1333,261.2736,193.0349,116.3179,2363.4788,Alluvium,Structural hill,Forest,Sandy clay loam,0.5906,13.3702,122.5605,184.2746,250.6308,398.1219,2335.7356,0.2402,160.2852,0,1.0,310017,train
cbb458f832633cb5,93.4509,27.7774,Arunachal Pradesh,Arunac-D6,,613.6162,21.6611,-0.5116,0.8592,-0.0172,-0.0038,8.7719,7.8112,185.2004,228.7192,4489.5044,7468.129,Granite,Denudational hill,Shrubland,Sandy clay loam,0.6469,9.7367,26.2641,39.7964,202.7009,347.1967,1877.5214,0.2005,56.7893,0,1.0,220023,test
0753978ac20cc45c,94.265,26.2775,Nagaland,Nagala-D6,2023-06-12,230.1391,29.8007,0.8827,0.4699,0.0403,0.0405,10.5327,7.0398,224.3657,34.7355,1488.4735,4883.4053,Quartzite,Flood plain,Shrubland,Clay loam,0.5141,53.788,106.0165,116.668,156.5723,166.7031,2085.3364,0.235,116.7953,1,0.7,300017,train
5559085d78600a58,92.8285,26.5439,Assam,Assam-D6,,53.1627,4.3635,0.9326,-0.3608,-0.0108,-0.0387,2.1957,11.7422,48.4776,234.6924,261.9607,2926.756,Sandstone-shale,Flood plain,Cropland,Sandy loam,0.6244,8.9447,54.1829,123.7578,216.4002,408.4371,2328.211,0.3049,99.3879,0,1.0,230018,train
e36fedff954b1460,92.7778,23.6554,Mizoram,Mizora-D6,,1187.0612,11.0694,0.125,-0.9922,-0.0182,-0.0054,2.8105,10.4104,84.4887,216.1696,379.7006,14900.432,Gneiss,Flood plain,Forest,Silty clay,0.4975,9.1616,66.2724,109.2864,230.3213,385.225,1844.3676,0.1933,103.7839,0,1.0,320005,train
731815520465a223,93.0682,23.8728,Mizoram,Mizora-D3,,1220.2264,26.75,0.9153,0.4027,0.025,0.01,6.9029,7.984,234.4216,442.1224,1706.4622,9754.705,Quartzite,Structural hill,Built-up,Clay loam,0.7666,15.2444,74.505,185.0016,244.7954,291.3202,2311.8384,0.2543,133.1975,0,1.0,320006,test
3d2d3f2d3bab8202,91.5213,25.4969,Meghalaya,Meghal-D4,,1556.0123,7.7464,-0.0412,-0.9991,0.0091,-0.0006,4.6098,11.6254,55.5987,41.1087,959.5139,7976.521,Alluvium,Valley fill,Cropland,Clay loam,0.7305,19.7757,150.2935,181.1467,287.4271,394.3248,2831.288,0.2934,180.1195,0,1.0,210013,train
25b5d1742abc9c69,93.8864,24.7995,Manipur,Manipu-D4,,2475.6375,28.9478,0.4372,0.8993,-0.0094,-0.0132,13.2455,8.4881,252.3952,225.7601,3731.5256,7194.9346,Gneiss,Flood plain,Forest,Sandy clay loam,0.5353,11.8411,43.7641,57.6188,80.1198,170.8716,1175.4335,0.2177,53.3739,0,1.0,330010,train
f85e08cc836d8aac,94.4667,27.2084,Arunachal Pradesh,Arunac-D6,,939.4697,27.5218,-0.8156,-0.5786,0.0168,0.0085,7.9501,7.5307,272.0313,1039.0387,700.4068,9981.892,Gneiss,Flood plain,Forest,Loam,0.7598,13.0769,53.7362,111.0681,198.0343,300.8562,1745.0002,0.2698,92.5805,0,1.0,280021,train
491826297818f7ba,90.6553,25.8348,Meghalaya,Meghal-D5,,853.9222,11.4423,-0.8259,0.5638,0.0095,-0.0171,4.2683,10.2057,72.2592,716.2056,1246.3635,9461.3,Gneiss,Structural hill,Forest,Sandy loam,0.7756,58.0111,94.6117,154.2036,411.7663,493.9928,3965.2512,0.2939,160.0625,0,1.0,170015,train
edb8e2a5171b1109,93.5262,28.3059,Arunachal Pradesh,Arunac-D7,,1001.5592,13.973,-0.5953,0.8035,-0.0041,-0.0216,5.4211,10.0645,105.94,820.5923,2316.4395,1774.4456,Phyllite-schist,Piedmont slope,Shrubland,Loam,0.6,7.7274,13.4374,112.9737,174.6588,348.1212,2494.4866,0.2147,67.4815,0,1.0,200026,train
73673724b851da5f,92.8554,23.8068,Mizoram,Mizora-D5,,772.0572,20.0363,0.989,0.1482,0.0191,-0.0046,11.7516,10.2349,131.8527,579.8584,513.6072,11365.921,Limestone,Valley fill,Forest,Clay loam,0.7771,22.1596,54.4399,119.7731,243.2474,458.0421,3707.4895,0.2598,102.361,0,1.0,320006,test
dd353c01e004731d,93.0147,23.119,Mizoram,Mizora-D2,,495.5892,15.2571,-0.8286,-0.5599,-0.0216,0.0383,4.3011,10.1585,130.5075,707.0332,514.1362,8068.075,Limestone,Flood plain,Forest,Silty clay,0.7809,4.463,18.4533,71.3366,124.0545,252.8822,3401.3948,0.1955,50.1584,0,1.0,340003,test
8848c483dc19ebee,92.8385,23.6886,Mizoram,Mizora-D2,,473.9942,10.0112,0.0774,0.997,0.0044,0.0225,2.6027,10.831,61.486,428.6886,3922.8203,7997.47,Granite,Denudational hill,Forest,Loam,0.6385,8.7131,39.9182,60.3133,102.4876,289.892,4134.7983,0.1929,55.4221,0,1.0,320005,train
ffbcb2e5df497fd8,93.0807,23.7056,Mizoram,Mizora-D5,,887.2906,14.6008,-0.7857,-0.6186,-0.0153,-0.0463,7.9284,11.4612,112.084,285.1646,869.6429,18323.477,Granite,Denudational hill,Forest,Silty clay,0.6187,29.3625,42.6976,87.3633,226.1796,327.2998,1783.274,0.219,83.6196,0,1.0,330005,test
044bf87439485458,91.8367,23.5047,Tripura,Tripur-D7,,81.9035,9.7737,-0.9931,0.1172,-0.0145,0.0213,4.0289,8.9943,67.455,200.0842,1933.3602,8355.953,Limestone,Structural hill,Forest,Silty clay,0.7218,72.4925,81.693,181.6244,304.72,451.3272,3127.7917,0.2803,145.1265,0,1.0,280004,val
4bcedbecbb7d2c01,93.624,28.3168,Arunachal Pradesh,Arunac-D3,,744.9329,28.0172,0.0993,-0.9951,0.0252,0.0327,8.5611,10.5589,199.8229,1025.183,374.5344,11266.865,Phyllite-schist,Denudational hill,Grassland,Clay loam,0.6001,108.7014,112.4895,261.3942,325.887,384.9258,2961.0383,0.2367,189.1706,0,1.0,200026,train
df59188d0d06da26,92.773,23.5389,Mizoram,Mizora-D3,,1323.85,25.7114,-0.996,-0.0893,-0.0486,0.0137,8.7752,7.2766,228.6224,160.091,730.1252,9418.573,Sandstone-shale,Piedmont slope,Forest,Sandy clay loam,0.709,28.1965,66.1253,190.0429,324.0195,537.7196,1982.6072,0.2489,141.9847,0,1.0,320005,train
210aad6f21b65182,94.4786,25.4906,Nagaland,Nagala-D1,,1637.4335,24.9823,0.9795,0.2015,-0.0284,-0.0068,6.5873,7.4674,289.1958,60.8116,1262.411,3874.8225,Alluvium,Structural hill,Cropland,Clay loam,0.736,24.6825,102.8931,169.3236,226.4366,274.2322,2272.2864,0.25,141.3538,0,1.0,330013,train
33043a16ac6033c7,91.1587,25.6753,Meghalaya,Meghal-D1,,1314.7714,19.9922,0.9621,-0.2726,0.0517,-0.0261,7.8473,9.2844,195.4467,157.0548,520.0728,4620.3384,Alluvium,Structural hill,Bare,Sandy clay loam,0.7058,4.793,21.7551,55.4683,109.7695,158.9161,2859.07,0.2137,45.0712,0,1.0,190014,test
1fec4e0d655d745e,94.6948,25.7698,Nagaland,Nagala-D3,,1387.5293,11.4615,-0.7771,0.6294,0.0162,0.0013,5.3961,9.8421,137.5124,428.2194,754.1072,10532.91,Sandstone-shale,Valley fill,Forest,Silty clay,0.95,23.7744,42.0147,136.8505,200.9261,217.3634,2267.8318,0.2015,94.3022,0,1.0,330014,test
1559c6dab65b1690,92.1015,25.7972,Assam,Assam-D5,,175.356,8.5447,0.4217,0.9067,-0.0249,-0.0297,4.5165,13.0188,83.7451,310.1209,663.9602,7767.7144,Quartzite,Piedmont slope,Forest,Sandy clay loam,0.7127,44.161,90.2986,162.6525,198.8542,390.2627,3898.276,0.3234,128.2882,0,1.0,230015,train
ec7a3661dd888f7b,94.2434,28.11,Arunachal Pradesh,Arunac-D4,,822.5186,8.0069,-0.9506,-0.3105,-0.0055,0.0018,2.0125,9.9863,80.3909,660.3366,1295.7216,9882.074,Limestone,Structural hill,Shrubland,Sandy loam,0.5797,7.8772,32.0108,112.5607,153.5343,289.1348,2224.8562,0.1898,74.4043,0,1.0,240025,val
adb85ff4f4a0f103,94.5663,27.9804,Arunachal Pradesh,Arunac-D3,,397.4288,20.9526,-0.9955,0.0949,-0.0073,0.0014,7.5111,8.6595,247.571,920.7032,1905.9392,10403.098,Granite,Piedmont slope,Forest,Sandy loam,0.5368,36.6735,65.6905,81.7461,185.5748,262.6857,4107.5938,0.2937,88.4898,0,1.0,250024,test
c6a5043f3093d8c8,93.7586,28.4211,Arunachal Pradesh,Arunac-D1,,675.5971,15.7715,0.6988,-0.7153,0.0205,0.0055,6.868,9.996,118.014,509.5967,2266.361,8923.757,Gneiss,Flood plain,Forest,Sandy clay loam,0.5054,20.3114,64.5406,142.5258,205.1312,286.8719,2863.3127,0.2413,109.0248,0,1.0,210026,val
03741d64332c1fc5,91.1303,25.5545,Meghalaya,Meghal-D7,,469.7102,14.2364,-0.0911,-0.9958,0.0263,0.0354,7.9732,12.0125,153.4191,458.4397,1016.7906,2667.0444,Sandstone-shale,Structural hill,Forest,Sandy clay loam,0.5547,10.9888,61.3241,163.1576,167.1261,239.9086,3982.2097,0.2284,107.7444,0,1.0,200014,val
4b1c978ffecfadc9,92.7854,23.6336,Mizoram,Mizora-D7,,1192.0399,30.7578,-0.801,-0.5986,0.0259,0.0126,7.7425,9.5313,283.6418,240.458,196.9675,10387.182,Sandstone-shale,Valley fill,Shrubland,Sandy loam,0.886,1.2727,42.4771,76.3756,226.1396,247.1778,3121.3774,0.2431,80.196,0,1.0,320005,train
48ff777de4a8a6b6,94.5563,26.1526,Nagaland,Nagala-D2,,469.043,20.0128,0.611,0.7917,0.0174,-0.0077,5.4788,9.824,132.2193,161.6534,2404.8525,20187.852,Gneiss,Structural hill,Grassland,Loam,0.4932,32.0316,59.4551,80.9424,95.1101,189.2846,1732.0552,0.198,71.2496,0,1.0,310016,train
cb657cbcc4355a3e,91.1426,25.8063,Meghalaya,Meghal-D4,,474.237,62.5014,-0.9953,-0.097,-0.0197,-0.0041,16.6823,3.1198,394.3195,896.9969,3543.1465,8256.281,Gneiss,Flood plain,Cropland,Sandy loam,0.4524,1.2213,48.0845,135.0062,336.1388,358.4374,3747.1567,0.3066,117.3692,0,1.0,190015,train
18976de11284b265,90.9633,25.2341,Meghalaya,Meghal-D4,,908.9378,29.3431,0.3587,-0.9335,-0.0036,0.0105,14.9725,6.5371,223.7042,1175.3959,416.1288,560.9928,Quartzite,Structural hill,Forest,Sandy loam,0.6507,3.9585,10.0042,82.9384,257.1011,367.4643,2907.0447,0.2888,68.949,0,1.0,200012,val
4f5a31b3fdece769,91.6624,25.5596,Meghalaya,Meghal-D3,,315.7017,37.3899,-0.9159,0.4013,0.042,0.0045,17.3925,6.432,312.827,185.8245,880.5287,9599.875,Sandstone-shale,Denudational hill,Cropland,Clay loam,0.2281,1.3893,50.117,72.5213,152.4366,190.8395,3333.0476,0.2302,72.1862,0,1.0,220014,train
8ca3e232464941aa,94.3075,27.9578,Arunachal Pradesh,Arunac-D2,,2362.111,36.1557,0.9158,-0.4017,0.0077,0.0086,10.1734,5.4811,278.5101,242.918,565.5012,12598.577,Granite,Flood plain,Cropland,Clay loam,0.8275,53.2953,148.1378,188.9294,268.9582,433.7025,2116.5916,0.2792,178.4983,0,1.0,240024,train
d7568a8e52f09b4a,92.994,23.5961,Mizoram,Mizora-D3,,813.381,20.4277,0.9929,-0.1192,-0.0058,-0.0025,8.3073,8.1777,178.5606,1048.4662,713.1772,23516.37,Alluvium,Structural hill,Forest,Sandy loam,0.7287,0.3127,33.2851,94.3636,300.5954,395.32,1305.6547,0.2536,91.7052,0,1.0,330005,test
27645fed6791557e,94.5847,28.0767,Arunachal Pradesh,Arunac-D6,,1618.0239,24.7472,-0.9849,-0.1733,0.0056,-0.0015,9.7691,6.9034,250.2494,294.7092,2879.9438,12453.616,Granite,Valley fill,Forest,Sandy clay loam,0.6546,3.2975,116.5823,181.8676,267.2796,290.5206,2581.6765,0.2354,158.7725,0,1.0,250025,test
583ff87eaf497a77,94.3196,24.5158,Manipur,Manipu-D3,,488.1846,23.2835,-0.923,-0.3848,-0.0159,0.0144,9.6314,9.5992,226.1151,399.7542,3001.7244,3472.9849,Granite,Valley fill,Cropland,Loam,0.6153,17.8824,51.5428,62.1136,144.4588,217.8559,3678.2969,0.2041,68.6515,0,1.0,360009,train
cad251f69e3eea62,94.1146,24.5986,Manipur,Manipu-D7,,1098.9833,12.174,-0.9924,-0.1233,0.0196,0.0345,4.4892,9.1416,95.2794,517.1036,3976.2668,9459.157,Quartzite,Valley fill,Forest,Loam,0.95,0.7791,86.6554,102.6918,218.8423,311.6692,1106.4265,0.2151,111.2944,0,1.0,350009,val
663e1939aea4cbe3,94.2606,26.4946,Nagaland,Nagala-D4,,1214.4562,36.3815,0.9095,-0.4157,0.005,0.0131,12.7371,8.7091,428.0079,691.3816,257.407,6758.5366,Limestone,Valley fill,Forest,Silty clay,0.5875,66.8329,111.855,149.4311,214.7501,282.1329,3626.441,0.1879,138.5621,0,1.0,290018,train
85c4aca9b5628d38,92.8905,22.8917,Mizoram,Mizora-D3,,546.8504,20.3996,-0.2138,0.9769,-0.0081,0.0199,6.3477,9.6885,177.8731,347.3244,2423.8167,4750.6045,Gneiss,Flood plain,Shrubland,Sandy loam,0.5607,4.5398,50.8176,82.5597,109.0727,187.2956,1751.5198,0.1947,69.0785,0,1.0,350002,test
0c0fa6f1bbbfd79a,93.5707,28.2128,Arunachal Pradesh,Arunac-D3,,1359.3519,18.0347,0.9343,-0.3565,0.0117,0.0091,7.9369,9.7811,147.8687,350.0466,125.7542,2355.676,Granite,Valley fill,Grassland,Loam,0.6223,14.412,34.8102,153.6095,243.8852,321.1392,1356.612,0.203,101.8113,0,1.0,210025,val
a9675e9dc20ff530,92.7126,23.7724,Mizoram,Mizora-D2,,665.8146,13.9832,0.9782,-0.2077,0.0351,0.0064,6.5564,11.0435,109.2053,647.3498,1275.4757,6623.1646,Sandstone-shale,Piedmont slope,Shrubland,Sandy clay loam,0.6302,35.2364,40.3989,156.6402,243.3415,281.313,3752.5747,0.218,105.7127,0,1.0,310006,train
70556a040e4116de,93.6281,24.8736,Manipur,Manipu-D2,,742.4937,47.9129,0.6972,-0.7168,1e-04,0.0116,24.1713,5.7748,398.7124,155.7317,2396.929,5342.4707,Alluvium,Structural hill,Built-up,Loam,0.5369,8.3519,47.2826,102.8562,112.7378,270.1682,2118.0454,0.2096,73.7729,0,1.0,320010,train
0a59db30b0e003a2,93.8449,25.2913,Manipur,Manipu-D3,,544.4538,23.0751,0.2539,0.9672,0.0066,0.0041,8.3757,9.3109,155.2115,190.8412,490.0022,7009.9214,Gneiss,Denudational hill,Forest,Loam,0.6298,61.6452,71.2759,85.0078,168.777,256.529,3508.1875,0.2799,90.0206,0,1.0,310012,train
3de3773f794fad39,94.5049,26.2816,Nagaland,Nagala-D6,,1393.8613,27.7699,0.4585,-0.8887,0.0168,-0.0163,11.7171,7.6473,227.6546,231.8139,841.966,15352.281,Alluvium,Valley fill,Cropland,Sandy loam,0.6416,4.519,72.3697,235.4042,363.7376,594.2845,2291.4333,0.2804,164.9852,0,1.0,310017,train
ad9ba3ae2b816e3f,92.7873,23.5152,Mizoram,Mizora-D1,,1087.6469,20.7728,0.554,0.8325,0.0148,0.0278,8.8858,10.5941,136.7698,1391.8492,248.571,4380.4287,Quartzite,Flood plain,Grassland,Sandy loam,0.5605,27.9325,44.5392,67.7178,91.7729,331.7475,4217.02,0.2135,58.5778,0,1.0,320004,train
f11721dd51b6dee8,91.5268,23.56,Tripura,Tripur-D6,,156.8989,1.3045,0.9982,0.0592,-0.0055,-0.0006,0.469,13.3068,12.9857,390.0336,2967.4058,10280.078,Quartzite,Flood plain,Cropland,Clay loam,0.8429,1.6405,37.1482,82.7752,221.7866,521.8217,1966.8116,0.2721,78.532,0,1.0,270005,val
00370b85f994ce19,90.8202,25.6208,Meghalaya,Meghal-D6,,1037.1302,15.4785,0.9897,-0.1434,0.0132,-0.0161,9.0082,9.6292,126.3824,936.0742,314.2684,7670.748,Granite,Flood plain,Forest,Sandy loam,0.4681,23.4415,45.4917,82.0782,130.5037,185.1182,3461.4849,0.2224,69.2194,0,1.0,180014,train
79e7f24d506833b3,93.2065,23.6045,Mizoram,Mizora-D1,,1071.2625,16.0652,0.9178,0.397,-0.0012,0.0149,8.0468,11.4795,150.3412,340.263,2582.8323,21929.383,Phyllite-schist,Valley fill,Forest,Sandy loam,0.8423,7.7338,45.654,80.7796,171.1188,232.8123,1883.528,0.1634,75.0114,0,1.0,340005,train
31ac50595612e824,93.9626,24.701,Manipur,Manipu-D4,,648.6941,17.3462,-0.8644,-0.5029,-0.0056,0.0366,8.5676,9.8499,148.1646,99.5862,617.859,2554.9353,Sandstone-shale,Flood plain,Forest,Sandy loam,0.67,17.3778,33.9648,73.4384,110.537,199.5958,3284.1428,0.1584,57.2927,0,1.0,340010,train
ec27061701995241,91.0404,25.2771,Meghalaya,Meghal-D6,2023-07-14,1307.4548,42.9942,-0.9195,-0.393,0.0021,0.0059,14.6228,7.6097,475.7368,365.6753,1109.1093,5838.476,Quartzite,Piedmont slope,Built-up,Sandy clay loam,0.5361,30.9419,61.3306,124.0716,315.9083,378.9094,3946.23,0.2098,118.3396,1,0.7,200012,val
59ac303b6a7b3d65,92.8889,23.0387,Mizoram,Mizora-D7,2023-07-16,595.9955,44.9585,0.6188,-0.7856,-0.0025,-0.0237,21.4108,6.5142,349.5414,171.8008,1707.0413,7437.95,Alluvium,Piedmont slope,Shrubland,Sandy loam,0.5022,19.0303,41.3293,84.4689,174.5822,318.5244,2796.9927,0.2409,74.2591,1,0.4,340002,val
9c199e6e5a39bbc6,91.9896,25.5556,Meghalaya,Meghal-D4,,1045.9901,27.7046,0.6615,0.75,-0.0365,0.0006,14.7535,8.421,276.8623,246.6657,1474.0211,12766.22,Alluvium,Piedmont slope,Forest,Silty clay,0.8455,39.2461,115.3317,232.5959,245.06,544.8532,3876.2188,0.2362,169.9702,0,1.0,230014,train
dec5a29b72e206af,94.5194,25.5559,Nagaland,Nagala-D5,,869.6514,27.2821,-0.9258,0.378,-0.0125,-0.0051,15.13,8.1726,182.4329,735.0924,1202.0316,4105.8257,Phyllite-schist,Denudational hill,Built-up,Clay loam,0.6949,19.5757,33.2232,84.5566,130.0014,176.4176,2387.1868,0.1712,63.1399,0,1.0,330014,test
511653c4a04f142d,91.854,27.8585,Arunachal Pradesh,Arunac-D3,,720.1018,17.3607,-0.8296,0.5583,-0.034,0.0137,4.6183,10.5193,199.1837,125.8531,414.918,12517.927,Gneiss,Piedmont slope,Forest,Sandy clay loam,0.6311,69.6581,180.7175,187.4424,212.7486,288.9898,2871.0925,0.2388,187.5396,0,1.0,150024,train
8ba2edfe64966e8e,96.0423,27.2705,Arunachal Pradesh,Arunac-D7,2023-07-24,881.8337,30.9319,-0.0878,0.9961,-0.0188,-0.0224,14.4608,6.9424,303.1725,452.0138,2170.2886,9332.913,Limestone,Denudational hill,Forest,Sandy loam,0.5652,19.6235,63.1744,172.8176,250.0374,475.1717,2803.0823,0.2672,124.0968,1,1.0,340021,train
150d5c0627a1019b,92.444,23.6499,Mizoram,Mizora-D2,,1051.7947,27.8298,-0.6032,0.7976,0.0206,-0.0041,13.9595,8.8877,209.0639,529.5582,173.3773,3605.4104,Gneiss,Flood plain,Grassland,Loam,0.8912,26.6266,56.1006,234.9842,313.1274,411.5195,1045.1444,0.2672,148.3197,0,1.0,310005,train
5f82d7d40d74b487,91.2351,25.8462,Meghalaya,Meghal-D7,,1304.7563,28.2721,-0.4524,-0.8918,-0.0278,-0.0009,8.9197,9.7098,233.6874,891.5886,3583.2925,10921.551,Phyllite-schist,Flood plain,Grassland,Clay loam,0.7876,43.1821,53.2498,81.1856,190.0446,438.026,2798.6218,0.271,82.1498,0,1.0,190015,train
cd89b6c34dc2d8f9,90.943,25.5237,Meghalaya,Meghal-D3,,965.1944,11.5092,0.789,-0.6144,-0.0191,0.0095,5.5759,9.4738,71.0408,1060.7988,1436.7823,9199.669,Alluvium,Denudational hill,Forest,Clay loam,0.8968,24.593,73.3138,136.8238,184.0376,237.8648,3226.1726,0.2022,108.9754,0,1.0,190013,train
32f1245837f886a9,93.4302,28.5494,Arunachal Pradesh,Arunac-D4,2023-05-25,1472.7693,49.6841,-0.9183,0.3959,0.0266,-0.0139,20.9805,6.8882,568.9118,256.6557,876.8655,7622.1914,Quartzite,Denudational hill,Forest,Sandy clay loam,0.5685,25.9277,53.5146,76.4706,221.0101,340.2799,4092.5525,0.2649,85.5257,1,1.0,190027,test
